n;comparisonCount;swapCount
100;2722;2723
100;2523;2524
100;2631;2635
100;2455;2455
100;2600;2601
100;2779;2784
100;2667;2666
100;2523;2521
100;2417;2423
100;2743;2744
100;2609;2611
100;2561;2559
100;2453;2456
100;2420;2423
100;2651;2653
100;2447;2447
100;2374;2372
100;2568;2572
100;2837;2839
100;2342;2342
100;2413;2411
100;2514;2510
100;2536;2540
100;2640;2639
100;2156;2158
100;2337;2332
100;2424;2425
100;2631;2637
100;2787;2786
100;2801;2800
100;2627;2629
100;2655;2659
100;2429;2436
100;2480;2477
100;2752;2750
100;2335;2336
100;2663;2659
100;2447;2446
100;2606;2599
100;2625;2625
100;2634;2633
100;2613;2610
100;2452;2450
100;2567;2564
100;2402;2399
100;2442;2444
100;2371;2374
100;2563;2561
100;2662;2658
100;2779;2782
200;10164;10160
200;10530;10530
200;10287;10291
200;10011;10012
200;10569;10570
200;10106;10108
200;9781;9777
200;10132;10131
200;10722;10722
200;10836;10835
200;10642;10644
200;9764;9758
200;10489;10486
200;10259;10261
200;10569;10571
200;10026;10024
200;9910;9912
200;9974;9979
200;10422;10423
200;10374;10372
200;10075;10073
200;10275;10276
200;10029;10025
200;11409;11406
200;10003;9999
200;10702;10705
200;10861;10860
200;11247;11247
200;10254;10251
200;9907;9911
200;9489;9491
200;9375;9378
200;9919;9918
200;9801;9801
200;10567;10572
200;9775;9774
200;10048;10050
200;10367;10368
200;10363;10364
200;9798;9806
200;9889;9887
200;10835;10839
200;10861;10866
200;10128;10127
200;10007;10004
200;10052;10050
200;10871;10874
200;9785;9786
200;10548;10543
200;10285;10285
300;24161;24161
300;22126;22127
300;22293;22295
300;23689;23684
300;22697;22700
300;22417;22415
300;25325;25326
300;22544;22549
300;22335;22333
300;22483;22486
300;23161;23155
300;23054;23057
300;21206;21199
300;24065;24066
300;24375;24377
300;21186;21191
300;22681;22687
300;22180;22178
300;23398;23398
300;22362;22364
300;22916;22917
300;22664;22661
300;22167;22167
300;22976;22978
300;22287;22290
300;22300;22297
300;23137;23135
300;22170;22167
300;23325;23324
300;22691;22691
300;22739;22743
300;21842;21847
300;22547;22548
300;23143;23146
300;23439;23440
300;23026;23025
300;24475;24476
300;23540;23541
300;22229;22229
300;22608;22613
300;23361;23359
300;20695;20700
300;22514;22514
300;22004;21998
300;22517;22512
300;22240;22238
300;23756;23762
300;23653;23654
300;23076;23078
300;22086;22085
400;41172;41170
400;40709;40713
400;42697;42692
400;41501;41497
400;37711;37711
400;39737;39738
400;38438;38442
400;40210;40208
400;40505;40503
400;41343;41345
400;39875;39872
400;40410;40410
400;39878;39873
400;39519;39522
400;41790;41787
400;40519;40521
400;38403;38408
400;40998;40997
400;40770;40767
400;39575;39571
400;41407;41407
400;38604;38605
400;41069;41066
400;38707;38702
400;40308;40304
400;39665;39661
400;40834;40834
400;39050;39052
400;40142;40146
400;38958;38959
400;41850;41852
400;38542;38544
400;38141;38144
400;38923;38924
400;41305;41303
400;38689;38691
400;39717;39718
400;42168;42163
400;38739;38740
400;39876;39881
400;40647;40650
400;41099;41095
400;41344;41349
400;40287;40288
400;39937;39937
400;41952;41954
400;39339;39338
400;39768;39770
400;39644;39639
400;40140;40143
500;64427;64424
500;64270;64268
500;60630;60626
500;63059;63056
500;61446;61442
500;61114;61111
500;65577;65572
500;63708;63711
500;62201;62199
500;62830;62827
500;64144;64144
500;64179;64179
500;67315;67312
500;61895;61895
500;61315;61311
500;61224;61227
500;61533;61540
500;63055;63055
500;63559;63559
500;61998;61996
500;64544;64544
500;61627;61619
500;63553;63543
500;62964;62963
500;62956;62963
500;61729;61735
500;63769;63773
500;61066;61068
500;62511;62505
500;65029;65028
500;64136;64141
500;64670;64667
500;63201;63197
500;66037;66034
500;64604;64604
500;62711;62713
500;64672;64671
500;61575;61577
500;64984;64983
500;62470;62468
500;62177;62173
500;61328;61330
500;64079;64084
500;63021;63020
500;61879;61881
500;64135;64140
500;63191;63195
500;60085;60085
500;63893;63898
500;62562;62563
600;90226;90223
600;89966;89965
600;89183;89182
600;91801;91796
600;87732;87730
600;90830;90825
600;95145;95142
600;92719;92719
600;90030;90037
600;98002;98001
600;89311;89312
600;87393;87394
600;90981;90985
600;88773;88766
600;88540;88544
600;87801;87799
600;86360;86357
600;89301;89307
600;91838;91847
600;91664;91668
600;90826;90827
600;91182;91181
600;90980;90978
600;87281;87284
600;89017;89020
600;88348;88348
600;88859;88855
600;88770;88772
600;90010;90012
600;92750;92752
600;90444;90444
600;95392;95391
600;94702;94708
600;91501;91504
600;84949;84940
600;93553;93554
600;87796;87794
600;90800;90798
600;93212;93207
600;90136;90134
600;88660;88655
600;90214;90210
600;90754;90756
600;93551;93550
600;90597;90596
600;91108;91109
600;92069;92073
600;89675;89681
600;89571;89573
600;84678;84679
700;116569;116568
700;122739;122740
700;119755;119756
700;122569;122574
700;123811;123810
700;126454;126455
700;124131;124129
700;124993;124994
700;124290;124289
700;127819;127820
700;116831;116829
700;124760;124759
700;120871;120865
700;124273;124273
700;125113;125115
700;123223;123218
700;122693;122696
700;121096;121095
700;125030;125033
700;117623;117618
700;124966;124960
700;127017;127018
700;119802;119796
700;125654;125650
700;117996;117995
700;121901;121901
700;127237;127232
700;123972;123977
700;122013;122015
700;128099;128100
700;126865;126861
700;120244;120253
700;121660;121662
700;120795;120794
700;115986;115984
700;122680;122683
700;124404;124402
700;117929;117926
700;126299;126301
700;122373;122368
700;121814;121821
700;120291;120286
700;132108;132107
700;124467;124472
700;122542;122543
700;121448;121449
700;121303;121305
700;118715;118721
700;125373;125376
700;127577;127575
800;152789;152794
800;156979;156983
800;165108;165103
800;162599;162594
800;158971;158977
800;164124;164126
800;167905;167908
800;165639;165641
800;160030;160028
800;160769;160772
800;165518;165519
800;162605;162608
800;157938;157931
800;166063;166063
800;161716;161720
800;161061;161059
800;161597;161594
800;159058;159062
800;161422;161433
800;154344;154340
800;161895;161896
800;165096;165099
800;156691;156691
800;155726;155722
800;157419;157419
800;159716;159719
800;167746;167742
800;162565;162562
800;165168;165169
800;163123;163121
800;163048;163052
800;159201;159200
800;160326;160333
800;158147;158148
800;158519;158521
800;160889;160884
800;162858;162861
800;149271;149265
800;154406;154410
800;159351;159350
800;162479;162473
800;164018;164017
800;161694;161695
800;164622;164621
800;161788;161788
800;158085;158082
800;164664;164666
800;159696;159691
800;155718;155724
800;156045;156048
900;198055;198049
900;203261;203257
900;205406;205405
900;212590;212592
900;208410;208415
900;194701;194703
900;204846;204845
900;205070;205075
900;198181;198178
900;203211;203215
900;210383;210382
900;200986;200987
900;206646;206644
900;197344;197346
900;194826;194828
900;205532;205531
900;198457;198457
900;206660;206667
900;202524;202523
900;198799;198797
900;200888;200889
900;196610;196611
900;200473;200475
900;199240;199239
900;214153;214156
900;208845;208851
900;202481;202478
900;209661;209665
900;202878;202874
900;213572;213580
900;200564;200566
900;195202;195204
900;211223;211222
900;202441;202446
900;209052;209052
900;211456;211452
900;207412;207417
900;202039;202039
900;205707;205714
900;198222;198220
900;197435;197435
900;201991;201990
900;191322;191323
900;202172;202171
900;203019;203027
900;201820;201818
900;197891;197893
900;199910;199909
900;203169;203170
900;206142;206142
1000;244003;243999
1000;245879;245885
1000;244058;244059
1000;247607;247608
1000;246182;246181
1000;240285;240285
1000;254384;254385
1000;254769;254763
1000;248131;248131
1000;260719;260723
1000;262974;262977
1000;233034;233034
1000;252812;252814
1000;253906;253907
1000;249907;249906
1000;251232;251230
1000;249287;249287
1000;247484;247486
1000;251861;251858
1000;252155;252155
1000;251633;251630
1000;245274;245278
1000;247198;247196
1000;250840;250841
1000;251178;251180
1000;251839;251839
1000;255185;255182
1000;252505;252505
1000;247214;247210
1000;252824;252822
1000;249318;249316
1000;257302;257301
1000;243018;243015
1000;249281;249286
1000;246369;246373
1000;250742;250738
1000;259709;259702
1000;247195;247192
1000;255082;255082
1000;253041;253036
1000;255680;255683
1000;243412;243412
1000;247498;247495
1000;242160;242160
1000;251821;251831
1000;261106;261108
1000;248014;248017
1000;239449;239450
1000;256294;256287
1000;250564;250562
1100;311242;311236
1100;317756;317758
1100;302218;302225
1100;306263;306259
1100;300327;300330
1100;291637;291634
1100;302459;302455
1100;308379;308381
1100;290815;290818
1100;305305;305306
1100;309804;309810
1100;314365;314368
1100;311207;311209
1100;296421;296418
1100;303612;303614
1100;313175;313179
1100;295944;295946
1100;304962;304963
1100;304349;304346
1100;309221;309215
1100;308139;308142
1100;298772;298769
1100;307171;307174
1100;300735;300734
1100;298188;298192
1100;304465;304465
1100;304307;304312
1100;296723;296728
1100;297844;297846
1100;311910;311914
1100;306171;306176
1100;309797;309794
1100;307655;307655
1100;304379;304376
1100;294925;294926
1100;301939;301942
1100;298975;298972
1100;299970;299967
1100;301700;301703
1100;291627;291628
1100;304573;304572
1100;306252;306254
1100;299624;299624
1100;299032;299030
1100;291017;291016
1100;292831;292828
1100;312320;312318
1100;316130;316129
1100;308283;308284
1100;298342;298342
1200;351184;351186
1200;355320;355316
1200;349410;349405
1200;362919;362923
1200;352738;352737
1200;362259;362263
1200;361115;361111
1200;369472;369481
1200;361887;361888
1200;372468;372469
1200;353489;353487
1200;374574;374573
1200;354376;354373
1200;371343;371343
1200;362209;362207
1200;361922;361920
1200;366707;366704
1200;364243;364237
1200;378121;378125
1200;365316;365315
1200;353672;353669
1200;362297;362292
1200;357325;357322
1200;345116;345119
1200;366369;366369
1200;373119;373122
1200;356701;356700
1200;358351;358353
1200;360812;360812
1200;370628;370628
1200;370224;370228
1200;357800;357803
1200;373787;373786
1200;357907;357910
1200;366623;366624
1200;365497;365496
1200;371998;371998
1200;360928;360925
1200;369636;369637
1200;342945;342942
1200;359554;359548
1200;356684;356690
1200;365609;365599
1200;359735;359738
1200;360697;360699
1200;356389;356389
1200;360539;360530
1200;357477;357479
1200;361357;361360
1200;369115;369110
1300;419178;419176
1300;426369;426364
1300;417044;417036
1300;422419;422421
1300;427745;427742
1300;421703;421702
1300;416284;416286
1300;426718;426716
1300;419936;419937
1300;419300;419299
1300;430509;430510
1300;409426;409425
1300;422775;422774
1300;423400;423401
1300;426572;426574
1300;425285;425280
1300;416914;416911
1300;423913;423910
1300;415467;415461
1300;413236;413233
1300;413693;413689
1300;422514;422515
1300;425871;425869
1300;425137;425133
1300;432562;432561
1300;425944;425941
1300;426153;426157
1300;412368;412375
1300;425160;425165
1300;425888;425893
1300;423930;423926
1300;439371;439370
1300;430366;430365
1300;431686;431691
1300;422709;422710
1300;422182;422181
1300;427087;427091
1300;429839;429846
1300;432900;432898
1300;414002;413999
1300;420944;420944
1300;425796;425797
1300;416471;416471
1300;423716;423712
1300;428504;428502
1300;417040;417042
1300;422082;422087
1300;423424;423420
1300;429141;429141
1300;416345;416343
1400;494876;494877
1400;487586;487587
1400;502529;502530
1400;495020;495025
1400;464777;464771
1400;490029;490025
1400;495284;495283
1400;497667;497668
1400;511758;511755
1400;507402;507400
1400;495890;495889
1400;497471;497472
1400;474860;474867
1400;478847;478846
1400;494440;494440
1400;481724;481727
1400;499724;499721
1400;489085;489086
1400;491803;491802
1400;473773;473768
1400;493303;493300
1400;499740;499737
1400;504723;504725
1400;497087;497083
1400;495451;495455
1400;482076;482075
1400;487975;487981
1400;497792;497794
1400;484828;484831
1400;484259;484258
1400;498078;498073
1400;487883;487888
1400;466195;466199
1400;505808;505805
1400;488729;488727
1400;499798;499799
1400;498033;498035
1400;478679;478678
1400;487651;487645
1400;504557;504554
1400;496001;496000
1400;501392;501391
1400;487943;487949
1400;481801;481805
1400;489238;489234
1400;493245;493244
1400;474596;474595
1400;484244;484244
1400;494818;494814
1400;482811;482804
1500;551881;551883
1500;553949;553946
1500;565495;565492
1500;577617;577614
1500;555502;555498
1500;575410;575414
1500;577050;577055
1500;544468;544463
1500;552117;552118
1500;565616;565614
1500;570127;570129
1500;565721;565721
1500;554290;554292
1500;566931;566927
1500;576437;576433
1500;556915;556919
1500;557581;557588
1500;565228;565226
1500;554790;554794
1500;560666;560668
1500;559456;559459
1500;586993;586996
1500;565393;565390
1500;577172;577172
1500;561195;561192
1500;568841;568839
1500;570843;570843
1500;564432;564431
1500;557924;557921
1500;561759;561767
1500;561443;561441
1500;563223;563218
1500;561468;561468
1500;555685;555691
1500;563765;563768
1500;554927;554927
1500;561552;561553
1500;565506;565509
1500;582778;582776
1500;565204;565209
1500;552010;552015
1500;565789;565787
1500;570484;570489
1500;572827;572827
1500;564104;564103
1500;564224;564225
1500;567599;567595
1500;568079;568076
1500;562495;562497
1500;583632;583634
1600;647035;647037
1600;638631;638630
1600;650763;650765
1600;652720;652723
1600;629490;629487
1600;643627;643632
1600;641044;641044
1600;624197;624198
1600;654386;654385
1600;625502;625495
1600;640850;640848
1600;612131;612125
1600;627518;627513
1600;627693;627686
1600;641017;641019
1600;656179;656183
1600;636957;636957
1600;643468;643462
1600;645765;645770
1600;635840;635840
1600;624233;624230
1600;633042;633041
1600;625890;625886
1600;627469;627471
1600;635689;635692
1600;643011;643011
1600;631482;631485
1600;646913;646916
1600;624047;624047
1600;659463;659471
1600;639004;638999
1600;621153;621153
1600;645495;645493
1600;646487;646494
1600;619773;619773
1600;654525;654521
1600;647327;647328
1600;642682;642679
1600;634913;634910
1600;632238;632234
1600;652314;652325
1600;641464;641472
1600;650952;650949
1600;658371;658369
1600;639731;639730
1600;659306;659309
1600;646394;646392
1600;636183;636184
1600;639117;639119
1600;631976;631977
1700;717891;717892
1700;714681;714681
1700;704060;704059
1700;731885;731886
1700;717164;717164
1700;734256;734257
1700;710523;710524
1700;747029;747025
1700;710236;710240
1700;714247;714248
1700;736610;736608
1700;715894;715897
1700;727326;727321
1700;716929;716925
1700;717757;717756
1700;735063;735065
1700;726817;726819
1700;744867;744866
1700;715807;715808
1700;705923;705921
1700;727902;727899
1700;730907;730907
1700;707475;707478
1700;716581;716578
1700;723315;723317
1700;703988;703984
1700;715374;715374
1700;733148;733145
1700;739797;739795
1700;733340;733342
1700;721694;721692
1700;715690;715690
1700;714541;714544
1700;749480;749477
1700;714566;714567
1700;731738;731734
1700;699947;699949
1700;716954;716953
1700;743270;743276
1700;714835;714830
1700;719873;719867
1700;733490;733487
1700;726471;726469
1700;710064;710069
1700;737136;737135
1700;704925;704927
1700;732348;732347
1700;735453;735452
1700;730223;730216
1700;722307;722306
1800;813222;813220
1800;807226;807217
1800;815031;815031
1800;814112;814112
1800;817791;817790
1800;836906;836899
1800;808035;808026
1800;828022;828015
1800;821990;821991
1800;824834;824839
1800;829280;829282
1800;810325;810329
1800;806643;806642
1800;813892;813893
1800;785487;785486
1800;814132;814125
1800;828873;828872
1800;796053;796052
1800;789612;789611
1800;798773;798772
1800;814428;814426
1800;808858;808859
1800;808657;808654
1800;823319;823320
1800;817018;817017
1800;806810;806810
1800;815199;815203
1800;782048;782043
1800;793820;793816
1800;816607;816600
1800;814238;814236
1800;799002;798997
1800;805788;805781
1800;802231;802230
1800;813259;813256
1800;815556;815551
1800;824191;824189
1800;792748;792748
1800;827906;827908
1800;799685;799684
1800;797755;797756
1800;817545;817546
1800;800899;800898
1800;813671;813664
1800;819202;819206
1800;806106;806104
1800;808359;808356
1800;824490;824492
1800;802770;802772
1800;801206;801211
1900;899322;899322
1900;895718;895721
1900;888134;888130
1900;915333;915337
1900;924261;924260
1900;893668;893662
1900;898821;898827
1900;897298;897300
1900;889703;889703
1900;907257;907258
1900;906496;906494
1900;906875;906877
1900;912454;912454
1900;884682;884688
1900;914104;914102
1900;925990;925987
1900;885300;885301
1900;907445;907447
1900;914026;914021
1900;867938;867938
1900;915713;915709
1900;895064;895063
1900;901831;901832
1900;903730;903728
1900;881371;881367
1900;901636;901631
1900;896104;896106
1900;886048;886051
1900;878022;878021
1900;893088;893080
1900;918110;918114
1900;912042;912043
1900;912247;912244
1900;904314;904314
1900;890549;890548
1900;899075;899070
1900;891218;891220
1900;899327;899331
1900;913750;913752
1900;911115;911113
1900;908288;908283
1900;918932;918930
1900;908131;908128
1900;931596;931602
1900;924784;924781
1900;890815;890816
1900;899620;899613
1900;904253;904248
1900;918966;918964
1900;926036;926035
2000;993611;993610
2000;1018150;1018150
2000;1016814;1016811
2000;1022675;1022673
2000;1004871;1004870
2000;1005383;1005387
2000;994354;994353
2000;996618;996619
2000;1006079;1006082
2000;990037;990036
2000;1006186;1006186
2000;1000070;1000068
2000;1008505;1008511
2000;1004567;1004568
2000;1018978;1018979
2000;995601;995599
2000;1001700;1001705
2000;1025496;1025493
2000;974470;974471
2000;979414;979412
2000;994577;994572
2000;1025801;1025798
2000;974088;974089
2000;989288;989277
2000;995459;995467
2000;1002668;1002675
2000;1011302;1011306
2000;996414;996413
2000;983183;983173
2000;991909;991908
2000;1010862;1010863
2000;997770;997768
2000;1003869;1003871
2000;976428;976431
2000;1027190;1027185
2000;989703;989709
2000;1015123;1015126
2000;1001312;1001310
2000;1004323;1004324
2000;983684;983685
2000;1012971;1012974
2000;1000461;1000453
2000;1031108;1031108
2000;1016517;1016515
2000;995581;995578
2000;992752;992750
2000;998096;998089
2000;1002164;1002159
2000;987512;987504
2000;1022011;1022011
2100;1101146;1101146
2100;1086882;1086876
2100;1112101;1112101
2100;1092149;1092147
2100;1142189;1142186
2100;1105989;1105986
2100;1115055;1115057
2100;1124642;1124637
2100;1113366;1113364
2100;1091392;1091392
2100;1104403;1104400
2100;1089908;1089906
2100;1084054;1084064
2100;1106401;1106401
2100;1096882;1096887
2100;1103095;1103099
2100;1065663;1065662
2100;1093735;1093731
2100;1111413;1111415
2100;1099863;1099859
2100;1104971;1104969
2100;1147103;1147106
2100;1098674;1098674
2100;1084913;1084905
2100;1094127;1094132
2100;1078402;1078404
2100;1099304;1099298
2100;1080305;1080309
2100;1105503;1105504
2100;1065579;1065578
2100;1106155;1106147
2100;1083260;1083258
2100;1108617;1108619
2100;1087410;1087418
2100;1137836;1137842
2100;1098626;1098620
2100;1093660;1093660
2100;1137783;1137786
2100;1066671;1066672
2100;1086193;1086194
2100;1113221;1113220
2100;1102101;1102105
2100;1116794;1116790
2100;1104858;1104850
2100;1080033;1080029
2100;1083116;1083120
2100;1100666;1100666
2100;1109618;1109623
2100;1112295;1112295
2100;1107677;1107673
2200;1212052;1212049
2200;1214786;1214793
2200;1204835;1204832
2200;1181859;1181853
2200;1211227;1211230
2200;1234787;1234789
2200;1220107;1220102
2200;1203561;1203563
2200;1217842;1217839
2200;1186813;1186814
2200;1238945;1238946
2200;1214590;1214589
2200;1210158;1210160
2200;1230191;1230196
2200;1253365;1253368
2200;1212468;1212472
2200;1211770;1211771
2200;1213215;1213223
2200;1213137;1213130
2200;1224776;1224776
2200;1237296;1237295
2200;1258417;1258417
2200;1196951;1196947
2200;1207325;1207328
2200;1221118;1221117
2200;1189619;1189617
2200;1206906;1206903
2200;1233124;1233127
2200;1231182;1231186
2200;1200059;1200058
2200;1239104;1239102
2200;1203709;1203708
2200;1229028;1229027
2200;1205491;1205492
2200;1226780;1226779
2200;1218388;1218387
2200;1194961;1194967
2200;1189271;1189268
2200;1202149;1202146
2200;1230220;1230215
2200;1209774;1209773
2200;1218483;1218484
2200;1224643;1224642
2200;1221816;1221820
2200;1223444;1223444
2200;1213088;1213086
2200;1212831;1212834
2200;1227124;1227123
2200;1202731;1202734
2200;1238123;1238124
2300;1341190;1341192
2300;1283876;1283875
2300;1330199;1330199
2300;1309746;1309745
2300;1297474;1297467
2300;1303157;1303157
2300;1306909;1306909
2300;1343121;1343117
2300;1307642;1307641
2300;1308828;1308824
2300;1331893;1331894
2300;1312211;1312214
2300;1305065;1305065
2300;1318890;1318888
2300;1316599;1316594
2300;1331823;1331820
2300;1316605;1316604
2300;1302741;1302743
2300;1306832;1306838
2300;1302042;1302039
2300;1300189;1300183
2300;1322879;1322878
2300;1334565;1334556
2300;1321118;1321123
2300;1342404;1342408
2300;1321585;1321592
2300;1297444;1297447
2300;1330508;1330511
2300;1343230;1343226
2300;1326856;1326855
2300;1350236;1350238
2300;1304388;1304382
2300;1325365;1325364
2300;1316381;1316377
2300;1334787;1334786
2300;1314047;1314045
2300;1342402;1342402
2300;1275267;1275263
2300;1317096;1317094
2300;1299154;1299150
2300;1310308;1310309
2300;1329956;1329955
2300;1330878;1330880
2300;1320986;1320983
2300;1325543;1325545
2300;1336358;1336356
2300;1328763;1328759
2300;1308354;1308360
2300;1323268;1323269
2300;1337184;1337184
2400;1447722;1447727
2400;1447593;1447589
2400;1411522;1411521
2400;1416872;1416880
2400;1461715;1461720
2400;1420455;1420447
2400;1480378;1480383
2400;1437602;1437607
2400;1440262;1440267
2400;1443432;1443431
2400;1443258;1443256
2400;1421180;1421178
2400;1439260;1439257
2400;1436759;1436758
2400;1442458;1442460
2400;1438506;1438507
2400;1455576;1455572
2400;1468052;1468052
2400;1456970;1456972
2400;1441663;1441666
2400;1435580;1435575
2400;1460900;1460903
2400;1456950;1456948
2400;1446456;1446457
2400;1438359;1438355
2400;1402412;1402410
2400;1419956;1419955
2400;1466516;1466516
2400;1478225;1478226
2400;1434914;1434919
2400;1431987;1431988
2400;1489470;1489470
2400;1433698;1433695
2400;1449055;1449059
2400;1431049;1431053
2400;1447718;1447720
2400;1470089;1470082
2400;1449379;1449379
2400;1423297;1423294
2400;1461221;1461223
2400;1458552;1458550
2400;1450959;1450957
2400;1416437;1416436
2400;1417141;1417133
2400;1422205;1422202
2400;1463262;1463267
2400;1433782;1433784
2400;1444346;1444344
2400;1429288;1429287
2400;1481157;1481157
2500;1611231;1611227
2500;1584940;1584938
2500;1581111;1581112
2500;1537947;1537953
2500;1587109;1587109
2500;1544531;1544526
2500;1558427;1558430
2500;1570405;1570409
2500;1547981;1547979
2500;1538027;1538020
2500;1581853;1581855
2500;1569952;1569953
2500;1577206;1577207
2500;1541886;1541886
2500;1573905;1573908
2500;1573758;1573755
2500;1578005;1578006
2500;1549329;1549317
2500;1565147;1565146
2500;1556589;1556584
2500;1551793;1551791
2500;1592735;1592737
2500;1543330;1543336
2500;1576035;1576041
2500;1609256;1609250
2500;1561149;1561151
2500;1588097;1588098
2500;1611671;1611671
2500;1555534;1555538
2500;1609041;1609040
2500;1598548;1598555
2500;1577433;1577426
2500;1510700;1510700
2500;1536959;1536946
2500;1546910;1546906
2500;1545847;1545845
2500;1572842;1572839
2500;1572564;1572566
2500;1533243;1533238
2500;1553286;1553282
2500;1569404;1569401
2500;1564850;1564847
2500;1572492;1572495
2500;1566603;1566607
2500;1575052;1575051
2500;1597439;1597440
2500;1559880;1559881
2500;1543901;1543900
2500;1568183;1568182
2500;1532573;1532567
2600;1709767;1709768
2600;1668560;1668566
2600;1729022;1729030
2600;1697397;1697396
2600;1727203;1727203
2600;1695819;1695812
2600;1691354;1691352
2600;1654247;1654248
2600;1711214;1711216
2600;1692293;1692297
2600;1737719;1737714
2600;1682287;1682283
2600;1695391;1695388
2600;1726072;1726069
2600;1658542;1658538
2600;1679408;1679408
2600;1670411;1670410
2600;1656178;1656182
2600;1666130;1666130
2600;1696558;1696555
2600;1699307;1699309
2600;1661318;1661315
2600;1734169;1734173
2600;1687197;1687195
2600;1698517;1698510
2600;1661117;1661120
2600;1680178;1680177
2600;1672681;1672684
2600;1720300;1720301
2600;1723608;1723607
2600;1724795;1724799
2600;1659066;1659064
2600;1676183;1676184
2600;1723971;1723969
2600;1710810;1710814
2600;1705275;1705282
2600;1683336;1683339
2600;1653415;1653424
2600;1694313;1694319
2600;1723317;1723323
2600;1693575;1693575
2600;1705679;1705681
2600;1721418;1721419
2600;1696252;1696252
2600;1656943;1656945
2600;1677343;1677339
2600;1681185;1681191
2600;1683910;1683906
2600;1732007;1732007
2600;1650437;1650429
2700;1821410;1821403
2700;1810336;1810333
2700;1831691;1831689
2700;1825553;1825552
2700;1818134;1818131
2700;1807906;1807909
2700;1799142;1799144
2700;1763724;1763723
2700;1848404;1848408
2700;1822334;1822342
2700;1826075;1826072
2700;1822605;1822605
2700;1824094;1824096
2700;1818780;1818784
2700;1817414;1817412
2700;1827654;1827654
2700;1802808;1802808
2700;1863443;1863438
2700;1785644;1785642
2700;1832006;1832000
2700;1850202;1850193
2700;1843666;1843665
2700;1822997;1822991
2700;1830990;1830987
2700;1833166;1833169
2700;1785895;1785894
2700;1815430;1815428
2700;1843308;1843305
2700;1760610;1760615
2700;1793957;1793959
2700;1808905;1808903
2700;1845079;1845082
2700;1824259;1824254
2700;1794292;1794283
2700;1849673;1849672
2700;1843539;1843538
2700;1811482;1811478
2700;1848661;1848659
2700;1819696;1819701
2700;1844060;1844056
2700;1792275;1792274
2700;1831125;1831128
2700;1833787;1833784
2700;1810868;1810868
2700;1819653;1819654
2700;1841365;1841366
2700;1816559;1816557
2700;1778456;1778455
2700;1801926;1801923
2700;1805626;1805626
2800;1965923;1965922
2800;1946719;1946721
2800;1982460;1982457
2800;1988702;1988698
2800;1990469;1990467
2800;1950862;1950864
2800;1980341;1980338
2800;1959915;1959918
2800;1912979;1912977
2800;1989745;1989756
2800;1974751;1974753
2800;1924360;1924356
2800;1967385;1967383
2800;1940453;1940452
2800;1933179;1933180
2800;1963785;1963787
2800;2009677;2009683
2800;1974449;1974452
2800;1968670;1968680
2800;1960363;1960365
2800;2002936;2002943
2800;1919640;1919641
2800;1971098;1971097
2800;1927522;1927524
2800;1948657;1948663
2800;1956673;1956666
2800;1998028;1998025
2800;1964095;1964094
2800;1961039;1961038
2800;1967525;1967527
2800;1940531;1940537
2800;1958554;1958553
2800;1954205;1954205
2800;1969044;1969035
2800;1971161;1971168
2800;2002642;2002641
2800;1983271;1983267
2800;1976278;1976272
2800;1976593;1976596
2800;1984429;1984423
2800;1946644;1946647
2800;1976122;1976119
2800;1955300;1955296
2800;1957152;1957151
2800;1947291;1947294
2800;1999045;1999044
2800;2004408;2004408
2800;1993147;1993147
2800;1974089;1974082
2800;1963374;1963375
2900;2130976;2130979
2900;2102244;2102242
2900;2099066;2099069
2900;2121467;2121467
2900;2098387;2098391
2900;2092049;2092049
2900;2106057;2106057
2900;2123208;2123208
2900;2145432;2145434
2900;2147992;2147995
2900;2150555;2150553
2900;2100195;2100193
2900;2146807;2146801
2900;2118185;2118177
2900;2138608;2138615
2900;2100522;2100525
2900;2126407;2126413
2900;2159131;2159130
2900;2123143;2123139
2900;2113307;2113311
2900;2101775;2101771
2900;2146583;2146585
2900;2034842;2034840
2900;2122948;2122946
2900;2144329;2144333
2900;2127476;2127477
2900;2092846;2092842
2900;2067130;2067130
2900;2119175;2119171
2900;2079678;2079676
2900;2078121;2078129
2900;2034269;2034275
2900;2079545;2079548
2900;2087756;2087754
2900;2145259;2145259
2900;2124103;2124102
2900;2087012;2087012
2900;2142537;2142540
2900;2096161;2096162
2900;2073945;2073950
2900;2130610;2130610
2900;2124974;2124975
2900;2157049;2157052
2900;2094693;2094690
2900;2121627;2121629
2900;2067770;2067772
2900;2105564;2105559
2900;2102580;2102579
2900;2103780;2103785
2900;2114333;2114337
3000;2257489;2257489
3000;2310044;2310049
3000;2229776;2229773
3000;2320130;2320128
3000;2208120;2208121
3000;2192016;2192022
3000;2244212;2244212
3000;2292074;2292074
3000;2259692;2259697
3000;2265051;2265048
3000;2261804;2261801
3000;2269497;2269493
3000;2237378;2237387
3000;2251710;2251705
3000;2245770;2245766
3000;2251326;2251328
3000;2238477;2238476
3000;2291070;2291067
3000;2260159;2260165
3000;2309158;2309156
3000;2242333;2242334
3000;2267176;2267173
3000;2227328;2227324
3000;2272760;2272760
3000;2207510;2207511
3000;2233916;2233917
3000;2233265;2233265
3000;2267072;2267073
3000;2251008;2251008
3000;2209603;2209607
3000;2231727;2231731
3000;2253770;2253769
3000;2308029;2308041
3000;2226819;2226820
3000;2286040;2286036
3000;2250005;2250008
3000;2253525;2253526
3000;2284751;2284747
3000;2247279;2247275
